purchase_key,customer_id,item_key,location_key,season,size,color,purchase_amount,review_rating,review_rating_imputed,received_discount,shipping_type,payment_method,purchase_frequency_days,purchases_per_year,est_annual_value
642,642,9,2,Winter,M,Red,78,3.9,False,True,2-Day Shipping,Credit Card,90,4.06,316.68
643,643,16,4,Spring,L,Red,25,2.8,False,True,2-Day Shipping,Debit Card,14,26.07,651.75
644,644,18,37,Winter,XL,Green,57,3.2,False,True,Next Day Air,Bank Transfer,90,4.06,231.42
645,645,1,18,Summer,S,Blue,93,4.3,False,True,Next Day Air,Cash,7,52.14,4849.02
646,646,11,36,Summer,S,Purple,42,4.2,False,True,Express,Venmo,14,26.07,1094.94
647,647,20,14,Spring,XL,Pink,54,4.9,False,True,Standard,Venmo,14,26.07,1407.78
648,648,9,24,Summer,XL,Charcoal,70,3.7,False,True,Express,Credit Card,14,26.07,1824.9
649,649,11,22,Winter,M,Brown,31,4.1,False,True,Store Pickup,Credit Card,7,52.14,1616.34
650,650,13,8,Spring,L,Orange,93,4.2,False,True,Store Pickup,PayPal,90,4.06,377.58
651,651,3,9,Spring,M,Magenta,40,3.9,False,True,Next Day Air,Bank Transfer,365,1.0,40.0
652,652,5,4,Summer,L,Yellow,32,2.9,False,True,Next Day Air,Venmo,14,26.07,834.24
653,653,8,23,Winter,M,Beige,27,3.1,False,True,Free Shipping,Venmo,7,52.14,1407.78
654,654,7,34,Winter,M,Olive,68,3.6,False,True,2-Day Shipping,Cash,14,26.07,1772.76
655,655,4,5,Summer,L,Gray,59,4.4,False,True,2-Day Shipping,Venmo,365,1.0,59.0
656,656,4,24,Fall,S,Purple,36,3.1,False,True,Free Shipping,Venmo,30,12.17,438.12
657,657,12,38,Summer,M,Beige,23,3.9,False,True,Standard,PayPal,90,4.06,93.38
658,658,25,3,Winter,M,White,80,4.3,False,True,Free Shipping,PayPal,90,4.06,324.8
659,659,1,18,Fall,S,White,37,4.9,False,True,Store Pickup,Venmo,7,52.14,1929.18
660,660,15,46,Spring,S,Gold,52,3.6,False,True,2-Day Shipping,Cash,7,52.14,2711.28
661,661,24,26,Fall,M,Olive,79,5.0,False,True,2-Day Shipping,Credit Card,90,4.06,320.74
662,662,14,15,Fall,XL,Green,68,4.1,False,True,Store Pickup,Credit Card,90,4.06,276.08
663,663,3,13,Fall,L,Magenta,98,2.8,False,True,Express,Venmo,14,26.07,2554.86
664,664,10,2,Fall,M,Charcoal,83,4.7,False,True,Express,Credit Card,30,12.17,1010.11
665,665,13,6,Winter,M,Indigo,83,4.4,False,True,Express,PayPal,14,26.07,2163.81
666,666,13,31,Spring,M,Peach,55,4.9,False,True,2-Day Shipping,Credit Card,365,1.0,55.0
667,667,11,6,Winter,L,Turquoise,26,3.1,False,True,Free Shipping,Debit Card,90,4.06,105.56
668,668,8,3,Winter,S,Blue,76,2.6,False,True,Standard,Bank Transfer,90,4.06,308.56
669,669,19,11,Fall,S,Turquoise,85,2.9,False,True,Express,Bank Transfer,30,12.17,1034.45
670,670,25,13,Spring,M,Gray,89,3.3,False,True,Free Shipping,Venmo,14,26.07,2320.23
671,671,18,18,Spring,XL,Purple,41,4.8,False,True,Next Day Air,Cash,14,26.07,1068.87
672,672,25,15,Winter,L,Black,30,4.7,False,True,Express,Cash,7,52.14,1564.2
673,673,17,47,Winter,M,Peach,53,3.3,False,True,2-Day Shipping,Cash,90,4.06,215.18
674,674,14,36,Spring,M,Indigo,66,4.2,False,True,Free Shipping,Venmo,14,26.07,1720.62
675,675,6,47,Winter,XL,Beige,33,4.7,False,True,Store Pickup,Bank Transfer,365,1.0,33.0
676,676,8,4,Spring,M,Yellow,86,2.6,False,True,2-Day Shipping,Cash,365,1.0,86.0
677,677,13,7,Winter,M,Peach,60,2.9,False,True,2-Day Shipping,Venmo,14,26.07,1564.2
678,678,17,47,Summer,S,Turquoise,62,2.7,False,True,Express,PayPal,365,1.0,62.0
679,679,9,19,Fall,M,Teal,74,3.3,False,True,Store Pickup,Debit Card,90,4.06,300.44
680,680,21,22,Fall,M,Turquoise,95,3.4,False,True,Express,Venmo,14,26.07,2476.65
681,681,23,42,Spring,M,Magenta,25,4.2,False,True,Express,PayPal,365,1.0,25.0
682,682,14,18,Winter,XL,Purple,59,3.8,False,True,2-Day Shipping,Credit Card,90,4.06,239.54
683,683,25,25,Summer,M,Brown,29,4.0,False,True,Standard,Credit Card,14,26.07,756.03
684,684,21,22,Winter,S,Violet,36,2.7,False,True,Free Shipping,Bank Transfer,30,12.17,438.12
685,685,5,1,Summer,M,Yellow,82,4.7,False,True,Express,Debit Card,30,12.17,997.94
686,686,9,21,Winter,XL,Magenta,71,3.5,False,True,Standard,Cash,14,26.07,1850.97
687,687,18,14,Fall,L,Beige,35,3.0,False,True,2-Day Shipping,Venmo,14,26.07,912.45
688,688,3,48,Winter,XL,Turquoise,38,3.3,False,True,Free Shipping,Bank Transfer,90,4.06,154.28
689,689,7,22,Summer,S,Peach,59,4.7,False,True,Store Pickup,Venmo,30,12.17,718.03
690,690,11,38,Summer,M,Orange,91,4.7,False,True,Express,Credit Card,90,4.06,369.46
691,691,15,2,Spring,XL,Red,68,4.8,False,True,Standard,Bank Transfer,7,52.14,3545.52
692,692,1,21,Summer,L,Silver,21,2.9,False,True,Standard,PayPal,14,26.07,547.47
693,693,8,34,Spring,M,Cyan,95,4.0,False,True,2-Day Shipping,Debit Card,90,4.06,385.7
694,694,15,45,Spring,L,Turquoise,52,3.1,False,True,Free Shipping,Cash,90,4.06,211.12
695,695,10,17,Fall,S,Charcoal,21,3.5,False,True,2-Day Shipping,Venmo,90,4.06,85.26
696,696,15,28,Summer,XL,Peach,67,3.7,False,True,Next Day Air,Debit Card,90,4.06,272.02
697,697,2,44,Fall,L,Green,42,2.8,False,True,Standard,Cash,30,12.17,511.14
698,698,7,34,Summer,XL,Brown,63,4.6,False,True,Free Shipping,Debit Card,90,4.06,255.78
699,699,20,15,Winter,M,Yellow,41,3.8,False,True,Standard,Debit Card,7,52.14,2137.74
700,700,4,7,Fall,M,Charcoal,46,2.6,False,True,2-Day Shipping,PayPal,7,52.14,2398.44
701,701,13,49,Winter,L,Olive,79,4.1,False,True,Standard,PayPal,30,12.17,961.43
702,702,20,12,Fall,L,Red,90,3.3,False,True,Next Day Air,Debit Card,90,4.06,365.4
703,703,14,26,Winter,M,White,71,3.4,False,True,Store Pickup,Cash,7,52.14,3701.94
704,704,10,7,Summer,L,Pink,87,3.0,False,True,Standard,Venmo,7,52.14,4536.18
705,705,11,12,Spring,S,Black,66,3.2,False,True,Express,PayPal,365,1.0,66.0
706,706,13,4,Summer,XL,Indigo,90,4.5,False,True,Free Shipping,Cash,90,4.06,365.4
707,707,12,15,Summer,L,Turquoise,47,4.8,False,True,Express,Debit Card,7,52.14,2450.58
708,708,14,18,Spring,L,Purple,38,3.7,False,True,Next Day Air,Venmo,365,1.0,38.0
709,709,1,17,Summer,L,Beige,50,3.4,False,True,Store Pickup,Cash,14,26.07,1303.5
710,710,25,21,Summer,L,Charcoal,79,4.6,False,True,Standard,Debit Card,30,12.17,961.43
711,711,7,46,Spring,L,Turquoise,91,4.1,False,True,Standard,PayPal,14,26.07,2372.37
712,712,20,29,Spring,M,Maroon,60,3.5,False,True,2-Day Shipping,Bank Transfer,14,26.07,1564.2
713,713,9,29,Summer,XL,Black,81,3.8,False,True,Next Day Air,Bank Transfer,90,4.06,328.86
714,714,11,37,Summer,M,Lavender,90,2.6,False,True,Express,Bank Transfer,14,26.07,2346.3
715,715,25,41,Fall,M,Magenta,70,4.4,False,True,Store Pickup,Debit Card,14,26.07,1824.9
716,716,12,8,Spring,L,Green,63,2.6,False,True,Express,Debit Card,90,4.06,255.78
717,717,6,25,Spring,M,Olive,29,3.6,False,True,Express,Venmo,14,26.07,756.03
718,718,17,2,Spring,L,Green,90,4.2,False,True,Express,Venmo,90,4.06,365.4
719,719,14,9,Summer,M,Peach,22,4.6,False,True,Standard,Bank Transfer,365,1.0,22.0
720,720,15,24,Summer,L,Turquoise,22,3.3,False,True,Next Day Air,Venmo,14,26.07,573.54
721,721,6,31,Fall,L,Orange,62,3.4,False,True,Free Shipping,Debit Card,7,52.14,3232.68
722,722,9,5,Summer,L,Silver,57,4.4,False,True,Next Day Air,Debit Card,90,4.06,231.42
723,723,18,50,Summer,S,Blue,32,4.3,False,True,Store Pickup,Cash,14,26.07,834.24
724,724,6,25,Fall,L,Cyan,53,3.5,False,True,Express,PayPal,30,12.17,645.01
725,725,19,29,Fall,XL,Green,79,4.7,False,True,Store Pickup,Venmo,90,4.06,320.74
726,726,5,43,Winter,L,Silver,61,3.1,False,True,Standard,Debit Card,14,26.07,1590.27
727,727,15,34,Summer,L,Yellow,78,3.6,False,True,Next Day Air,Bank Transfer,90,4.06,316.68
728,728,18,4,Winter,S,Gray,97,4.8,False,True,Next Day Air,Venmo,90,4.06,393.82
729,729,12,27,Winter,M,Pink,78,3.7,False,True,Next Day Air,PayPal,90,4.06,316.68
730,730,8,23,Summer,L,Beige,56,3.2,False,True,Express,PayPal,90,4.06,227.36
731,731,20,21,Summer,M,Indigo,25,3.9,False,True,Standard,Venmo,14,26.07,651.75
732,732,24,4,Spring,M,Red,28,3.5,False,True,Free Shipping,PayPal,14,26.07,729.96
733,733,14,29,Spring,L,Blue,57,2.8,False,True,Express,Cash,14,26.07,1485.99
734,734,10,39,Fall,L,Cyan,36,2.7,False,True,2-Day Shipping,Debit Card,14,26.07,938.52
735,735,14,30,Winter,S,Violet,69,3.1,False,True,Express,Bank Transfer,90,4.06,280.14
736,736,8,26,Fall,M,Orange,48,3.6,False,True,2-Day Shipping,Cash,14,26.07,1251.36
737,737,10,6,Spring,L,Maroon,58,2.9,False,True,2-Day Shipping,Credit Card,90,4.06,235.48
738,738,8,27,Spring,M,Teal,24,3.6,False,True,Store Pickup,PayPal,365,1.0,24.0
739,739,8,23,Winter,L,Orange,31,3.5,False,True,2-Day Shipping,Venmo,90,4.06,125.86
740,740,15,23,Summer,S,Purple,29,3.5,False,True,Free Shipping,Venmo,14,26.07,756.03
741,741,12,41,Summer,M,Orange,69,2.8,False,True,Next Day Air,Credit Card,14,26.07,1798.83
742,742,19,48,Summer,XL,Yellow,79,4.7,False,True,Free Shipping,Bank Transfer,90,4.06,320.74
743,743,13,28,Summer,M,Charcoal,39,3.1,False,True,Express,Debit Card,90,4.06,158.34
744,744,8,33,Fall,L,Gray,84,4.9,False,True,Free Shipping,Cash,7,52.14,4379.76
745,745,20,13,Spring,S,Charcoal,66,4.1,False,True,Next Day Air,Debit Card,14,26.07,1720.62
746,746,19,22,Fall,L,Orange,92,4.7,False,True,Standard,Venmo,30,12.17,1119.64
747,747,21,22,Winter,M,Red,45,2.5,False,True,Free Shipping,Credit Card,365,1.0,45.0
748,748,15,36,Spring,L,Gold,74,4.4,False,True,Next Day Air,Bank Transfer,7,52.14,3858.36
749,749,5,41,Fall,L,Brown,39,3.9,False,True,Free Shipping,Bank Transfer,90,4.06,158.34
750,750,7,36,Winter,M,Olive,71,3.7,False,True,Standard,Debit Card,90,4.06,288.26
751,751,19,20,Fall,L,Violet,95,3.4,False,True,Free Shipping,Venmo,365,1.0,95.0
752,752,3,35,Fall,L,Indigo,72,4.8,False,True,Free Shipping,Credit Card,30,12.17,876.24
753,753,7,35,Fall,L,Yellow,85,4.2,False,True,2-Day Shipping,PayPal,90,4.06,345.1
754,754,20,21,Fall,M,Teal,54,3.4,False,True,Store Pickup,Venmo,90,4.06,219.24
755,755,3,33,Spring,L,Pink,41,2.9,False,True,Store Pickup,Debit Card,90,4.06,166.46
756,756,24,9,Spring,M,Violet,24,3.3,False,True,Free Shipping,PayPal,7,52.14,1251.36
757,757,2,26,Summer,S,Orange,99,4.8,False,True,Standard,Cash,14,26.07,2580.93
758,758,11,23,Fall,M,Red,32,3.8,False,True,Store Pickup,Debit Card,90,4.06,129.92
759,759,22,21,Summer,L,Peach,71,4.6,False,True,2-Day Shipping,Bank Transfer,90,4.06,288.26
760,760,10,39,Winter,XL,Green,49,2.6,False,True,Next Day Air,Credit Card,14,26.07,1277.43
761,761,3,23,Fall,XL,Violet,50,3.4,False,True,Free Shipping,Cash,365,1.0,50.0
762,762,6,28,Fall,L,Yellow,91,4.2,False,True,Express,Bank Transfer,7,52.14,4744.74
763,763,2,31,Fall,M,Pink,46,3.9,False,True,Standard,Debit Card,14,26.07,1199.22
764,764,18,33,Spring,M,Brown,50,2.9,False,True,2-Day Shipping,Credit Card,30,12.17,608.5
765,765,16,46,Fall,XL,Silver,39,4.2,False,True,Free Shipping,Debit Card,90,4.06,158.34
766,766,23,2,Summer,M,Pink,99,3.0,False,True,Store Pickup,Cash,90,4.06,401.94
767,767,3,28,Winter,M,Cyan,48,3.6,False,True,Next Day Air,PayPal,30,12.17,584.16
768,768,24,38,Fall,M,Brown,77,2.5,False,True,Next Day Air,Cash,365,1.0,77.0
769,769,1,13,Spring,XL,Red,95,2.6,False,True,Express,Venmo,7,52.14,4953.3
770,770,17,8,Spring,M,Silver,100,4.3,False,True,Store Pickup,PayPal,30,12.17,1217.0
771,771,23,45,Spring,M,Gray,54,3.3,False,True,Express,Credit Card,365,1.0,54.0
772,772,18,11,Fall,L,Cyan,68,2.6,False,True,Next Day Air,Bank Transfer,14,26.07,1772.76
773,773,12,13,Fall,L,Teal,22,3.6,False,True,Free Shipping,Debit Card,14,26.07,573.54
774,774,5,5,Winter,L,Indigo,84,2.6,False,True,Express,Debit Card,14,26.07,2189.88
775,775,5,28,Summer,M,Yellow,46,3.5,False,True,Standard,Credit Card,90,4.06,186.76
776,776,4,17,Winter,S,Gold,53,3.0,False,True,Store Pickup,PayPal,30,12.17,645.01
777,777,14,1,Spring,M,Maroon,60,5.0,False,True,Standard,Venmo,90,4.06,243.6
778,778,17,50,Spring,XL,Silver,32,2.5,False,True,Express,Venmo,7,52.14,1668.48
779,779,17,21,Summer,M,Yellow,50,2.9,False,True,Store Pickup,Debit Card,365,1.0,50.0
780,780,10,44,Spring,M,Blue,94,4.6,False,True,Express,Cash,365,1.0,94.0
781,781,22,32,Spring,M,Turquoise,26,3.6,False,True,Free Shipping,Cash,90,4.06,105.56
782,782,7,45,Winter,L,Indigo,44,3.0,False,True,Store Pickup,Credit Card,14,26.07,1147.08
783,783,11,11,Summer,M,Green,57,4.5,False,True,Standard,Cash,7,52.14,2971.98
784,784,19,18,Winter,L,Purple,65,4.5,False,True,Next Day Air,PayPal,14,26.07,1694.55
785,785,12,1,Winter,M,Peach,72,3.2,False,True,Store Pickup,Bank Transfer,90,4.06,292.32
786,786,15,18,Spring,S,Purple,62,4.0,False,True,Next Day Air,PayPal,14,26.07,1616.34
787,787,5,14,Winter,S,Teal,21,4.8,False,True,Express,Bank Transfer,90,4.06,85.26
788,788,4,22,Spring,S,Green,85,3.7,False,True,Free Shipping,Venmo,7,52.14,4431.9
789,789,13,39,Summer,XL,Yellow,51,3.8,False,True,Store Pickup,Bank Transfer,90,4.06,207.06
790,790,4,12,Fall,S,Purple,84,2.7,False,True,Standard,Credit Card,14,26.07,2189.88
791,791,18,18,Summer,M,Indigo,37,4.9,False,True,Store Pickup,Bank Transfer,90,4.06,150.22
792,792,7,33,Summer,S,Magenta,44,3.1,False,True,2-Day Shipping,PayPal,14,26.07,1147.08
793,793,23,30,Spring,M,Violet,45,4.2,False,True,Next Day Air,Venmo,7,52.14,2346.3
794,794,13,1,Summer,L,Maroon,35,3.8,False,True,Free Shipping,Credit Card,30,12.17,425.95
795,795,1,17,Winter,XL,Yellow,50,4.2,False,True,Store Pickup,Debit Card,14,26.07,1303.5
796,796,21,32,Summer,M,Beige,26,4.6,False,True,Store Pickup,Venmo,365,1.0,26.0
797,797,17,3,Fall,XL,Black,78,4.0,False,True,2-Day Shipping,Credit Card,365,1.0,78.0
798,798,24,20,Fall,M,Violet,82,4.0,False,True,2-Day Shipping,Debit Card,7,52.14,4275.48
799,799,17,2,Spring,M,Violet,39,3.8,False,True,2-Day Shipping,PayPal,90,4.06,158.34
800,800,2,28,Summer,L,Brown,55,3.8,True,True,Free Shipping,PayPal,365,1.0,55.0
801,801,17,44,Summer,S,Gold,20,2.6,False,True,Free Shipping,Cash,90,4.06,81.2
802,802,2,31,Fall,L,Blue,29,4.9,False,True,Express,Credit Card,14,26.07,756.03
803,803,13,8,Winter,M,Teal,41,3.5,False,True,Next Day Air,Bank Transfer,7,52.14,2137.74
804,804,15,7,Winter,L,Silver,38,2.8,False,True,Express,Venmo,90,4.06,154.28
805,805,20,24,Summer,M,Maroon,47,2.6,False,True,Store Pickup,Venmo,90,4.06,190.82
806,806,10,7,Summer,L,White,30,3.7,False,True,Next Day Air,Debit Card,30,12.17,365.1
807,807,12,9,Summer,L,Charcoal,56,2.7,False,True,Standard,PayPal,90,4.06,227.36
808,808,19,32,Winter,S,Brown,89,3.3,False,True,Express,Credit Card,7,52.14,4640.46
809,809,22,49,Fall,L,Lavender,96,4.6,False,True,Next Day Air,Cash,90,4.06,389.76
810,810,20,40,Fall,M,Violet,81,4.9,False,True,Next Day Air,PayPal,14,26.07,2111.67
811,811,7,41,Fall,S,Lavender,83,4.9,False,True,Store Pickup,Debit Card,14,26.07,2163.81
812,812,23,13,Winter,M,Green,35,2.7,False,True,Free Shipping,Venmo,90,4.06,142.1
813,813,20,2,Summer,M,Olive,56,3.2,False,True,Standard,Credit Card,7,52.14,2919.84
814,814,4,26,Summer,S,Olive,45,2.9,False,True,Store Pickup,Debit Card,365,1.0,45.0
815,815,14,23,Winter,M,Pink,62,3.8,False,True,Express,PayPal,30,12.17,754.54
816,816,5,48,Spring,L,Teal,84,3.0,False,True,Next Day Air,Venmo,14,26.07,2189.88
817,817,18,13,Summer,L,Cyan,24,3.9,False,True,Store Pickup,Debit Card,30,12.17,292.08
818,818,4,28,Spring,S,Gray,21,4.7,False,True,Store Pickup,PayPal,14,26.07,547.47
819,819,14,12,Winter,M,Peach,91,4.9,False,True,Store Pickup,Debit Card,30,12.17,1107.47
820,820,8,6,Winter,S,Teal,36,4.8,False,True,Next Day Air,Debit Card,90,4.06,146.16
821,821,23,18,Spring,M,Turquoise,39,2.5,False,True,2-Day Shipping,Debit Card,30,12.17,474.63
822,822,11,45,Spring,M,Green,39,3.9,False,True,Standard,Credit Card,14,26.07,1016.73
823,823,14,24,Winter,L,Magenta,59,3.4,False,True,Standard,Bank Transfer,365,1.0,59.0
824,824,8,10,Winter,M,Green,27,2.5,False,True,Free Shipping,Credit Card,90,4.06,109.62
825,825,9,10,Spring,M,White,94,3.0,False,True,Store Pickup,Cash,90,4.06,381.64
826,826,2,27,Fall,XL,Brown,94,3.6,False,True,Next Day Air,Cash,30,12.17,1143.98
827,827,10,21,Winter,M,Purple,94,3.6,False,True,Standard,PayPal,7,52.14,4901.16
828,828,22,6,Fall,S,Green,51,4.1,False,True,Free Shipping,Bank Transfer,14,26.07,1329.57
829,829,17,28,Fall,M,Peach,62,3.7,False,True,2-Day Shipping,PayPal,14,26.07,1616.34
830,830,17,12,Spring,S,Silver,57,3.7,True,True,2-Day Shipping,Credit Card,14,26.07,1485.99
831,831,15,50,Fall,M,Maroon,76,4.2,False,True,Express,Credit Card,365,1.0,76.0
832,832,3,47,Summer,M,Red,63,4.3,False,True,Express,Cash,90,4.06,255.78
833,833,25,5,Fall,L,Blue,80,2.5,False,True,Express,Cash,14,26.07,2085.6
834,834,4,36,Fall,M,Purple,68,3.5,False,True,Standard,Credit Card,365,1.0,68.0
835,835,1,28,Summer,M,Indigo,89,3.1,False,True,Free Shipping,Credit Card,7,52.14,4640.46
836,836,20,20,Summer,L,Indigo,26,2.5,False,True,Next Day Air,Debit Card,7,52.14,1355.64
837,837,3,48,Winter,L,Violet,90,3.9,False,True,Store Pickup,Cash,14,26.07,2346.3
838,838,11,13,Spring,L,Brown,28,4.9,False,True,Express,Cash,90,4.06,113.68
839,839,24,17,Spring,M,Gray,29,4.3,False,True,Express,Credit Card,365,1.0,29.0
840,840,14,13,Spring,L,Teal,31,2.6,False,True,Free Shipping,Debit Card,90,4.06,125.86
841,841,14,1,Summer,L,Teal,24,4.2,False,True,2-Day Shipping,PayPal,7,52.14,1251.36
842,842,18,43,Summer,M,Beige,88,2.6,False,True,Store Pickup,PayPal,14,26.07,2294.16
843,843,14,25,Spring,M,Violet,87,3.6,False,True,Express,PayPal,7,52.14,4536.18
844,844,11,38,Summer,S,Beige,80,3.2,False,True,Express,PayPal,7,52.14,4171.2
845,845,21,25,Winter,L,Purple,48,4.4,False,True,Express,Venmo,14,26.07,1251.36
846,846,2,22,Winter,XL,Charcoal,21,3.7,False,True,Standard,Venmo,30,12.17,255.57
847,847,20,17,Spring,M,Pink,72,3.7,False,True,Express,Debit Card,90,4.06,292.32
848,848,11,30,Fall,L,Blue,44,4.1,False,True,Standard,PayPal,30,12.17,535.48
849,849,21,8,Fall,M,Lavender,73,3.6,False,True,Store Pickup,Credit Card,14,26.07,1903.11
850,850,12,25,Spring,S,Charcoal,61,4.3,False,True,Express,PayPal,90,4.06,247.66
851,851,22,7,Winter,L,Turquoise,20,2.6,False,True,Store Pickup,Venmo,30,12.17,243.4
852,852,21,21,Summer,M,Red,86,2.9,False,True,Express,Debit Card,30,12.17,1046.62
853,853,10,9,Spring,L,Yellow,60,4.2,False,True,Next Day Air,Debit Card,90,4.06,243.6
854,854,5,8,Winter,L,Orange,43,4.0,False,True,Free Shipping,Cash,30,12.17,523.31
855,855,13,5,Spring,L,Blue,44,4.3,False,True,Free Shipping,Venmo,30,12.17,535.48
856,856,17,37,Spring,L,Gold,76,3.0,False,True,2-Day Shipping,Credit Card,90,4.06,308.56
857,857,14,2,Summer,M,Gold,33,3.5,False,True,Express,Debit Card,14,26.07,860.31
858,858,15,25,Fall,L,Cyan,60,3.0,False,True,Standard,Debit Card,90,4.06,243.6
859,859,25,36,Fall,L,Olive,26,3.1,False,True,Free Shipping,PayPal,7,52.14,1355.64
860,860,11,49,Winter,M,Teal,73,4.0,False,True,Next Day Air,Debit Card,30,12.17,888.41
861,861,22,40,Spring,M,Maroon,87,4.1,False,True,Standard,Cash,30,12.17,1058.79
862,862,16,46,Spring,XL,Green,100,3.7,True,True,2-Day Shipping,Credit Card,90,4.06,406.0
863,863,24,4,Winter,M,Charcoal,84,4.9,False,True,Standard,PayPal,14,26.07,2189.88
864,864,23,45,Summer,M,Cyan,41,3.9,False,True,Standard,PayPal,14,26.07,1068.87
865,865,12,17,Winter,S,Charcoal,59,3.9,False,True,Next Day Air,PayPal,365,1.0,59.0
866,866,9,6,Winter,L,Charcoal,26,4.8,False,True,Store Pickup,Venmo,365,1.0,26.0
867,867,8,31,Summer,M,Lavender,69,2.7,False,True,Free Shipping,PayPal,14,26.07,1798.83
868,868,25,6,Spring,M,Turquoise,20,3.1,False,True,Free Shipping,Bank Transfer,14,26.07,521.4
869,869,10,33,Summer,M,Green,83,3.2,False,True,Next Day Air,Credit Card,90,4.06,336.98
870,870,5,29,Spring,M,Silver,54,2.7,False,True,2-Day Shipping,PayPal,7,52.14,2815.56
871,871,11,48,Fall,M,Blue,66,2.5,False,True,Standard,Bank Transfer,14,26.07,1720.62
872,872,4,11,Spring,M,Charcoal,42,2.6,False,True,Next Day Air,Debit Card,90,4.06,170.52
873,873,12,34,Spring,M,Pink,33,2.9,False,True,Standard,Cash,90,4.06,133.98
874,874,20,24,Summer,M,Pink,77,4.2,False,True,Free Shipping,Venmo,90,4.06,312.62
875,875,25,19,Fall,M,Magenta,65,4.4,False,True,Free Shipping,Venmo,90,4.06,263.9
876,876,21,34,Summer,L,Gray,39,4.1,False,True,Free Shipping,Bank Transfer,90,4.06,158.34
877,877,2,27,Summer,L,Gray,51,3.8,False,True,2-Day Shipping,Debit Card,7,52.14,2659.14
878,878,4,27,Winter,M,Orange,65,4.9,False,True,Next Day Air,Venmo,90,4.06,263.9
879,879,8,42,Summer,S,Black,89,4.9,False,True,Express,Debit Card,7,52.14,4640.46
880,880,16,50,Spring,S,Lavender,76,4.1,False,True,Free Shipping,PayPal,90,4.06,308.56
881,881,1,28,Spring,L,Red,75,3.1,False,True,Express,Debit Card,30,12.17,912.75
882,882,21,40,Summer,M,Silver,61,2.7,False,True,Next Day Air,Venmo,365,1.0,61.0
883,883,20,46,Fall,M,Cyan,35,3.8,False,True,Next Day Air,Cash,90,4.06,142.1
884,884,23,38,Fall,S,Gold,37,4.3,False,True,Free Shipping,Bank Transfer,30,12.17,450.29
885,885,16,11,Winter,L,Yellow,91,4.1,False,True,Express,Bank Transfer,7,52.14,4744.74
886,886,10,35,Fall,L,Purple,99,4.4,False,True,Free Shipping,Debit Card,90,4.06,401.94
887,887,15,44,Summer,S,Brown,54,3.6,False,True,Express,Bank Transfer,30,12.17,657.18
888,888,4,23,Winter,L,Turquoise,47,3.3,False,True,2-Day Shipping,PayPal,14,26.07,1225.29
889,889,7,29,Spring,S,Gold,77,3.8,True,True,Express,Cash,365,1.0,77.0
890,890,2,3,Fall,S,Olive,84,2.8,False,True,Free Shipping,Venmo,7,52.14,4379.76
891,891,3,32,Spring,S,Purple,51,4.3,False,True,2-Day Shipping,Credit Card,30,12.17,620.67
892,892,16,38,Summer,S,Lavender,26,3.9,False,True,Store Pickup,PayPal,90,4.06,105.56
893,893,15,31,Summer,L,Gray,64,2.7,False,True,Free Shipping,Debit Card,30,12.17,778.88
894,894,1,27,Spring,M,Red,51,4.7,False,True,Express,Venmo,30,12.17,620.67
895,895,11,50,Spring,L,Purple,60,3.8,False,True,Free Shipping,Debit Card,90,4.06,243.6
896,896,5,24,Spring,XL,Olive,69,4.7,False,True,Next Day Air,Debit Card,90,4.06,280.14
897,897,6,4,Spring,M,Lavender,29,4.7,False,True,Express,Cash,14,26.07,756.03
898,898,14,13,Spring,M,Gray,91,3.4,False,True,Express,Venmo,7,52.14,4744.74
899,899,2,28,Spring,L,Red,70,3.5,False,True,2-Day Shipping,Bank Transfer,90,4.06,284.2
900,900,18,39,Summer,M,Peach,58,4.0,False,True,Standard,PayPal,365,1.0,58.0
901,901,5,48,Fall,L,Gray,98,3.3,False,True,Free Shipping,Bank Transfer,90,4.06,397.88
902,902,7,25,Summer,L,Violet,68,4.7,False,True,2-Day Shipping,Cash,30,12.17,827.56
903,903,5,17,Summer,M,Beige,44,2.8,False,True,Next Day Air,Cash,30,12.17,535.48
904,904,25,47,Winter,M,Blue,45,3.3,False,True,Express,PayPal,90,4.06,182.7
905,905,19,2,Spring,L,Magenta,99,2.9,False,True,Free Shipping,PayPal,90,4.06,401.94
906,906,10,24,Spring,S,Cyan,68,2.8,False,True,Standard,Venmo,365,1.0,68.0
907,907,13,40,Spring,M,Red,56,4.2,False,True,Standard,Debit Card,14,26.07,1459.92
908,908,18,25,Winter,L,Cyan,43,4.4,False,True,Express,Credit Card,14,26.07,1121.01
909,909,8,30,Winter,M,Turquoise,99,3.6,False,True,Free Shipping,PayPal,90,4.06,401.94
910,910,2,18,Fall,L,Silver,56,2.7,False,True,Express,PayPal,7,52.14,2919.84
911,911,11,40,Spring,S,Pink,25,3.4,False,True,Express,Credit Card,30,12.17,304.25
912,912,13,45,Winter,M,Black,74,2.8,False,True,2-Day Shipping,Bank Transfer,90,4.06,300.44
913,913,11,4,Winter,M,Green,56,3.4,False,True,Next Day Air,Bank Transfer,30,12.17,681.52
914,914,23,44,Fall,M,Yellow,47,2.6,False,True,Next Day Air,Cash,90,4.06,190.82
915,915,10,47,Summer,L,Purple,67,4.1,False,True,Standard,Venmo,90,4.06,272.02
916,916,10,39,Winter,L,Purple,22,2.9,False,True,Store Pickup,Credit Card,14,26.07,573.54
917,917,12,13,Spring,S,Blue,34,2.7,False,True,Standard,Venmo,30,12.17,413.78
