customer_id,age,age_band,gender,loyalty_tier,segment,is_subscriber,previous_purchases
1058,65,65+,Male,Developing,High-value regulars,False,20
1059,29,25-34,Male,Loyal,Steady mid-tier,False,49
1060,22,18-24,Male,Developing,Steady mid-tier,False,25
1061,27,25-34,Male,Developing,Steady mid-tier,False,21
1062,36,35-44,Male,Developing,Steady mid-tier,False,12
1063,59,55-64,Male,Developing,Steady mid-tier,False,21
1064,62,55-64,Male,Established,Steady mid-tier,False,35
1065,34,25-34,Male,Loyal,Steady mid-tier,False,42
1066,59,55-64,Male,New,Steady mid-tier,False,3
1067,49,45-54,Male,Developing,High-value regulars,False,11
1068,18,18-24,Male,Developing,Steady mid-tier,False,22
1069,55,55-64,Male,Loyal,High-value regulars,False,47
1070,38,35-44,Male,Established,Steady mid-tier,False,33
1071,50,45-54,Male,Loyal,High-value regulars,False,50
1072,61,55-64,Male,Loyal,Steady mid-tier,False,46
1073,48,45-54,Male,Established,High-value regulars,False,34
1074,22,18-24,Male,Established,Steady mid-tier,False,33
1075,48,45-54,Male,Loyal,High-value regulars,False,45
1076,57,55-64,Male,Established,Steady mid-tier,False,32
1077,33,25-34,Male,Loyal,High-value regulars,False,47
1078,58,55-64,Male,New,Steady mid-tier,False,5
1079,37,35-44,Male,Loyal,High-value regulars,False,49
1080,18,18-24,Male,Loyal,Steady mid-tier,False,48
1081,65,65+,Male,Developing,Steady mid-tier,False,22
1082,62,55-64,Male,Loyal,Steady mid-tier,False,45
1083,54,45-54,Male,Established,Steady mid-tier,False,30
1084,35,35-44,Male,Loyal,High-value regulars,False,43
1085,34,25-34,Male,Loyal,Steady mid-tier,False,48
1086,25,25-34,Male,Developing,High-value regulars,False,23
1087,53,45-54,Male,Established,High-value regulars,False,27
1088,45,45-54,Male,New,Steady mid-tier,False,7
1089,49,45-54,Male,New,High-value regulars,False,2
1090,40,35-44,Male,Established,High-value regulars,False,33
1091,38,35-44,Male,Established,High-value regulars,False,27
1092,44,35-44,Male,New,High-value regulars,False,6
1093,68,65+,Male,Developing,Steady mid-tier,False,20
1094,60,55-64,Male,Loyal,Steady mid-tier,False,46
1095,25,25-34,Male,Developing,Steady mid-tier,False,25
1096,19,18-24,Male,Established,Steady mid-tier,False,30
1097,57,55-64,Male,Loyal,Steady mid-tier,False,48
1098,58,55-64,Male,Loyal,High-value regulars,False,47
1099,49,45-54,Male,Established,High-value regulars,False,27
1100,19,18-24,Male,Loyal,High-value regulars,False,45
1101,50,45-54,Male,New,High-value regulars,False,2
1102,30,25-34,Male,Established,High-value regulars,False,39
1103,52,45-54,Male,Developing,High-value regulars,False,24
1104,35,35-44,Male,New,Steady mid-tier,False,8
1105,35,35-44,Male,New,Steady mid-tier,False,8
1106,33,25-34,Male,New,Steady mid-tier,False,6
1107,52,45-54,Male,Developing,High-value regulars,False,12
1108,69,65+,Male,Established,High-value regulars,False,26
1109,27,25-34,Male,Loyal,Steady mid-tier,False,50
1110,66,65+,Male,New,High-value regulars,False,2
1111,28,25-34,Male,Established,High-value regulars,False,31
1112,22,18-24,Male,New,High-value regulars,False,4
1113,69,65+,Male,Established,Steady mid-tier,False,32
1114,28,25-34,Male,Developing,High-value regulars,False,11
1115,55,55-64,Male,Loyal,Steady mid-tier,False,47
1116,30,25-34,Male,Established,High-value regulars,False,37
1117,67,65+,Male,Established,High-value regulars,False,39
1118,25,25-34,Male,Developing,Steady mid-tier,False,24
1119,49,45-54,Male,Developing,Steady mid-tier,False,11
1120,34,25-34,Male,Established,High-value regulars,False,36
1121,22,18-24,Male,Established,Steady mid-tier,False,40
1122,63,55-64,Male,Developing,Steady mid-tier,False,25
1123,70,65+,Male,Developing,Steady mid-tier,False,12
1124,36,35-44,Male,Established,Steady mid-tier,False,38
1125,42,35-44,Male,Established,Steady mid-tier,False,40
1126,27,25-34,Male,New,High-value regulars,False,10
1127,23,18-24,Male,Loyal,High-value regulars,False,47
1128,50,45-54,Male,Developing,Steady mid-tier,False,22
1129,56,55-64,Male,Established,Steady mid-tier,False,35
1130,37,35-44,Male,Loyal,High-value regulars,False,46
1131,67,65+,Male,Established,Steady mid-tier,False,30
1132,67,65+,Male,Developing,Steady mid-tier,False,20
1133,50,45-54,Male,Developing,High-value regulars,False,25
1134,36,35-44,Male,Established,High-value regulars,False,29
1135,62,55-64,Male,New,Steady mid-tier,False,2
1136,65,65+,Male,Established,Steady mid-tier,False,32
1137,23,18-24,Male,Established,Steady mid-tier,False,37
1138,46,45-54,Male,Developing,Steady mid-tier,False,16
1139,18,18-24,Male,Established,Steady mid-tier,False,32
1140,58,55-64,Male,Loyal,Steady mid-tier,False,42
1141,31,25-34,Male,New,Steady mid-tier,False,6
1142,39,35-44,Male,Developing,Steady mid-tier,False,23
1143,69,65+,Male,Established,High-value regulars,False,27
1144,68,65+,Male,Loyal,Steady mid-tier,False,43
1145,41,35-44,Male,Developing,Steady mid-tier,False,25
1146,31,25-34,Male,Established,Steady mid-tier,False,30
1147,48,45-54,Male,New,Steady mid-tier,False,7
1148,59,55-64,Male,Developing,Steady mid-tier,False,17
1149,34,25-34,Male,New,High-value regulars,False,10
1150,21,18-24,Male,Established,Steady mid-tier,False,40
1151,29,25-34,Male,Loyal,Steady mid-tier,False,50
1152,41,35-44,Male,Developing,High-value regulars,False,24
1153,62,55-64,Male,New,Steady mid-tier,False,8
1154,27,25-34,Male,New,Steady mid-tier,False,6
1155,49,45-54,Male,Loyal,High-value regulars,False,44
1156,67,65+,Male,Loyal,Steady mid-tier,False,47
1157,20,18-24,Male,New,Steady mid-tier,False,6
1158,37,35-44,Male,Developing,Steady mid-tier,False,11
1159,69,65+,Male,Loyal,Steady mid-tier,False,41
1160,66,65+,Male,Loyal,Steady mid-tier,False,46
1161,37,35-44,Male,New,Steady mid-tier,False,9
1162,63,55-64,Male,Established,Steady mid-tier,False,37
1163,47,45-54,Male,Developing,High-value regulars,False,13
1164,26,25-34,Male,Developing,Steady mid-tier,False,24
1165,68,65+,Male,Loyal,Steady mid-tier,False,47
1166,51,45-54,Male,Developing,Steady mid-tier,False,21
1167,48,45-54,Male,Developing,Steady mid-tier,False,22
1168,60,55-64,Male,Developing,Steady mid-tier,False,16
1169,68,65+,Male,Established,High-value regulars,False,37
1170,25,25-34,Male,New,Steady mid-tier,False,3
1171,57,55-64,Male,Established,High-value regulars,False,33
1172,41,35-44,Male,Developing,Steady mid-tier,False,15
1173,59,55-64,Male,Loyal,High-value regulars,False,42
1174,44,35-44,Male,Loyal,High-value regulars,False,42
1175,42,35-44,Male,Developing,Steady mid-tier,False,19
1176,35,35-44,Male,Established,Steady mid-tier,False,26
1177,36,35-44,Male,Established,Steady mid-tier,False,39
1178,54,45-54,Male,Developing,Steady mid-tier,False,24
1179,37,35-44,Male,Developing,Steady mid-tier,False,23
1180,20,18-24,Male,Loyal,Steady mid-tier,False,44
1181,23,18-24,Male,Established,Steady mid-tier,False,34
1182,61,55-64,Male,Loyal,Steady mid-tier,False,43
1183,37,35-44,Male,Loyal,Steady mid-tier,False,45
1184,23,18-24,Male,New,High-value regulars,False,4
1185,63,55-64,Male,Developing,Steady mid-tier,False,19
1186,47,45-54,Male,Established,Steady mid-tier,False,29
1187,63,55-64,Male,Established,Steady mid-tier,False,27
1188,56,55-64,Male,Established,Steady mid-tier,False,37
1189,68,65+,Male,Developing,High-value regulars,False,11
1190,64,55-64,Male,Established,Steady mid-tier,False,28
1191,62,55-64,Male,Established,High-value regulars,False,31
1192,34,25-34,Male,Loyal,Steady mid-tier,False,50
1193,49,45-54,Male,Loyal,Steady mid-tier,False,42
1194,40,35-44,Male,Developing,High-value regulars,False,18
1195,50,45-54,Male,New,Steady mid-tier,False,6
1196,25,25-34,Male,Established,Steady mid-tier,False,33
1197,30,25-34,Male,Developing,High-value regulars,False,13
1198,54,45-54,Male,Established,Steady mid-tier,False,26
1199,40,35-44,Male,Developing,Steady mid-tier,False,17
1200,49,45-54,Male,New,High-value regulars,False,3
1201,27,25-34,Male,New,High-value regulars,False,7
1202,27,25-34,Male,Loyal,High-value regulars,False,46
1203,48,45-54,Male,Developing,Steady mid-tier,False,14
1204,40,35-44,Male,Developing,Steady mid-tier,False,23
1205,67,65+,Male,Developing,Steady mid-tier,False,20
1206,52,45-54,Male,Established,High-value regulars,False,38
1207,22,18-24,Male,Developing,Steady mid-tier,False,16
1208,62,55-64,Male,Loyal,Steady mid-tier,False,48
1209,20,18-24,Male,New,Steady mid-tier,False,8
1210,41,35-44,Male,Developing,Steady mid-tier,False,16
1211,34,25-34,Male,New,Steady mid-tier,False,5
1212,23,18-24,Male,Developing,Steady mid-tier,False,14
1213,32,25-34,Male,Developing,High-value regulars,False,18
1214,68,65+,Male,Developing,Steady mid-tier,False,14
1215,30,25-34,Male,New,Steady mid-tier,False,5
1216,66,65+,Male,Developing,Steady mid-tier,False,15
1217,62,55-64,Male,New,Steady mid-tier,False,3
1218,50,45-54,Male,Developing,Steady mid-tier,False,12
1219,55,55-64,Male,Loyal,Steady mid-tier,False,43
1220,19,18-24,Male,Established,Steady mid-tier,False,35
1221,67,65+,Male,Established,Steady mid-tier,False,36
1222,18,18-24,Male,New,Steady mid-tier,False,3
1223,58,55-64,Male,Established,Steady mid-tier,False,27
1224,69,65+,Male,Developing,High-value regulars,False,21
1225,62,55-64,Male,Developing,High-value regulars,False,18
1226,28,25-34,Male,Developing,High-value regulars,False,16
1227,53,45-54,Male,Developing,High-value regulars,False,18
1228,27,25-34,Male,Developing,Steady mid-tier,False,19
1229,55,55-64,Male,New,Steady mid-tier,False,1
1230,34,25-34,Male,Established,Steady mid-tier,False,39
1231,25,25-34,Male,Loyal,Steady mid-tier,False,49
1232,66,65+,Male,Loyal,High-value regulars,False,43
1233,57,55-64,Male,Established,Steady mid-tier,False,31
1234,46,45-54,Male,Established,Steady mid-tier,False,40
1235,38,35-44,Male,New,High-value regulars,False,2
1236,23,18-24,Male,Loyal,Steady mid-tier,False,46
1237,42,35-44,Male,Established,Steady mid-tier,False,35
1238,25,25-34,Male,Loyal,Steady mid-tier,False,42
1239,55,55-64,Male,New,High-value regulars,False,3
1240,62,55-64,Male,Established,Steady mid-tier,False,32
1241,41,35-44,Male,Loyal,Steady mid-tier,False,48
1242,58,55-64,Male,Established,High-value regulars,False,34
1243,56,55-64,Male,Developing,Steady mid-tier,False,15
1244,25,25-34,Male,Developing,Steady mid-tier,False,22
1245,70,65+,Male,New,Steady mid-tier,False,2
1246,42,35-44,Male,Established,High-value regulars,False,30
1247,27,25-34,Male,Established,Steady mid-tier,False,27
1248,65,65+,Male,Developing,High-value regulars,False,18
1249,62,55-64,Male,New,Steady mid-tier,False,8
1250,62,55-64,Male,Loyal,Steady mid-tier,False,48
1251,52,45-54,Male,Developing,Steady mid-tier,False,24
1252,56,55-64,Male,Loyal,Steady mid-tier,False,43
1253,28,25-34,Male,New,Steady mid-tier,False,8
1254,39,35-44,Male,Loyal,Steady mid-tier,False,49
1255,54,45-54,Male,New,High-value regulars,False,2
1256,30,25-34,Male,Established,High-value regulars,False,38
1257,45,45-54,Male,New,Steady mid-tier,False,4
1258,68,65+,Male,Established,Steady mid-tier,False,31
1259,47,45-54,Male,Established,Steady mid-tier,False,34
1260,68,65+,Male,Loyal,Steady mid-tier,False,45
1261,63,55-64,Male,Established,Steady mid-tier,False,30
1262,20,18-24,Male,New,Steady mid-tier,False,2
1263,29,25-34,Male,Loyal,Steady mid-tier,False,44
1264,41,35-44,Male,New,High-value regulars,False,1
1265,52,45-54,Male,New,High-value regulars,False,1
1266,32,25-34,Male,Established,High-value regulars,False,27
1267,20,18-24,Male,Developing,Steady mid-tier,False,14
1268,47,45-54,Male,Loyal,High-value regulars,False,41
1269,23,18-24,Male,Developing,High-value regulars,False,25
1270,43,35-44,Male,Loyal,Steady mid-tier,False,47
1271,67,65+,Male,Developing,Steady mid-tier,False,20
1272,70,65+,Male,Loyal,Steady mid-tier,False,42
1273,35,35-44,Male,Developing,Steady mid-tier,False,16
1274,41,35-44,Male,Established,Steady mid-tier,False,32
1275,54,45-54,Male,Established,Steady mid-tier,False,37
1276,55,55-64,Male,New,Steady mid-tier,False,1
1277,51,45-54,Male,Established,High-value regulars,False,37
1278,19,18-24,Male,New,Steady mid-tier,False,5
1279,28,25-34,Male,Established,High-value regulars,False,31
1280,63,55-64,Male,Developing,Steady mid-tier,False,18
1281,30,25-34,Male,Established,Steady mid-tier,False,39
1282,29,25-34,Male,New,High-value regulars,False,8
1283,24,18-24,Male,Developing,Steady mid-tier,False,20
1284,69,65+,Male,Developing,Steady mid-tier,False,23
1285,65,65+,Male,Established,High-value regulars,False,38
1286,64,55-64,Male,Loyal,High-value regulars,False,45
1287,40,35-44,Male,Loyal,Steady mid-tier,False,44
1288,24,18-24,Male,Developing,Steady mid-tier,False,20
1289,66,65+,Male,Established,High-value regulars,False,34
1290,35,35-44,Male,New,High-value regulars,False,10
1291,67,65+,Male,New,Steady mid-tier,False,3
1292,69,65+,Male,Developing,High-value regulars,False,23
1293,26,25-34,Male,Loyal,Steady mid-tier,False,42
1294,23,18-24,Male,Established,Steady mid-tier,False,30
1295,27,25-34,Male,Developing,Steady mid-tier,False,21
1296,30,25-34,Male,Loyal,High-value regulars,False,50
1297,48,45-54,Male,Developing,Steady mid-tier,False,16
1298,44,35-44,Male,Established,Steady mid-tier,False,32
1299,29,25-34,Male,Developing,High-value regulars,False,14
1300,29,25-34,Male,Loyal,Steady mid-tier,False,42
1301,67,65+,Male,Loyal,Steady mid-tier,False,47
1302,42,35-44,Male,Developing,High-value regulars,False,21
1303,23,18-24,Male,Established,Steady mid-tier,False,37
1304,34,25-34,Male,New,Steady mid-tier,False,10
1305,64,55-64,Male,Developing,Steady mid-tier,False,18
1306,31,25-34,Male,New,Steady mid-tier,False,2
1307,54,45-54,Male,Established,Steady mid-tier,False,40
1308,23,18-24,Male,Loyal,Steady mid-tier,False,43
1309,59,55-64,Male,Developing,Steady mid-tier,False,14
1310,32,25-34,Male,Loyal,Steady mid-tier,False,41
1311,43,35-44,Male,Established,Steady mid-tier,False,38
1312,32,25-34,Male,Developing,Steady mid-tier,False,12
1313,66,65+,Male,Developing,Steady mid-tier,False,19
1314,70,65+,Male,Developing,Steady mid-tier,False,23
1315,42,35-44,Male,Loyal,Steady mid-tier,False,49
1316,56,55-64,Male,Established,Steady mid-tier,False,29
1317,28,25-34,Male,Developing,Steady mid-tier,False,14
1318,28,25-34,Male,Developing,Steady mid-tier,False,19
1319,52,45-54,Male,Developing,High-value regulars,False,19
1320,65,65+,Male,Loyal,High-value regulars,False,48
1321,56,55-64,Male,Developing,Steady mid-tier,False,19
1322,59,55-64,Male,Loyal,Steady mid-tier,False,45
1323,23,18-24,Male,Developing,Steady mid-tier,False,17
1324,58,55-64,Male,Developing,Steady mid-tier,False,15
1325,39,35-44,Male,Developing,High-value regulars,False,11
1326,28,25-34,Male,New,Steady mid-tier,False,1
1327,40,35-44,Male,Developing,Steady mid-tier,False,17
1328,52,45-54,Male,Established,High-value regulars,False,37
1329,37,35-44,Male,Established,High-value regulars,False,40
1330,70,65+,Male,Loyal,Steady mid-tier,False,50
1331,30,25-34,Male,Developing,High-value regulars,False,20
1332,38,35-44,Male,New,High-value regulars,False,8
1333,66,65+,Male,Developing,Steady mid-tier,False,16
1334,29,25-34,Male,New,Steady mid-tier,False,9
1335,46,45-54,Male,Developing,Steady mid-tier,False,12
1336,56,55-64,Male,Established,High-value regulars,False,26
1337,23,18-24,Male,Loyal,High-value regulars,False,44
1338,37,35-44,Male,Developing,High-value regulars,False,19
1339,56,55-64,Male,Loyal,Steady mid-tier,False,43
1340,36,35-44,Male,New,Steady mid-tier,False,5
1341,40,35-44,Male,New,Steady mid-tier,False,5
1342,26,25-34,Male,Established,Steady mid-tier,False,31
1343,57,55-64,Male,Developing,Steady mid-tier,False,11
1344,68,65+,Male,Established,Steady mid-tier,False,34
1345,56,55-64,Male,Developing,Steady mid-tier,False,14
1346,40,35-44,Male,Loyal,High-value regulars,False,42
1347,44,35-44,Male,Developing,High-value regulars,False,15
1348,44,35-44,Male,Loyal,Steady mid-tier,False,47
1349,19,18-24,Male,Developing,High-value regulars,False,23
1350,21,18-24,Male,Developing,Steady mid-tier,False,23
1351,31,25-34,Male,New,Steady mid-tier,False,1
1352,30,25-34,Male,Established,Steady mid-tier,False,28
1353,65,65+,Male,Established,High-value regulars,False,37
1354,39,35-44,Male,New,Steady mid-tier,False,4
1355,64,55-64,Male,Developing,Steady mid-tier,False,21
1356,59,55-64,Male,Loyal,High-value regulars,False,50
1357,49,45-54,Male,Established,Steady mid-tier,False,34
1358,24,18-24,Male,Developing,Steady mid-tier,False,20
1359,19,18-24,Male,Developing,Steady mid-tier,False,25
1360,27,25-34,Male,Established,High-value regulars,False,26
1361,56,55-64,Male,New,Steady mid-tier,False,4
1362,49,45-54,Male,Established,Steady mid-tier,False,39
1363,41,35-44,Male,Established,High-value regulars,False,29
1364,36,35-44,Male,Loyal,Steady mid-tier,False,47
1365,68,65+,Male,New,Steady mid-tier,False,5
1366,28,25-34,Male,Developing,High-value regulars,False,18
1367,45,45-54,Male,New,Steady mid-tier,False,10
1368,60,55-64,Male,Developing,Steady mid-tier,False,25
1369,21,18-24,Male,New,High-value regulars,False,2
1370,32,25-34,Male,Loyal,High-value regulars,False,48
1371,27,25-34,Male,Loyal,Steady mid-tier,False,41
1372,40,35-44,Male,Loyal,Steady mid-tier,False,42
1373,64,55-64,Male,Loyal,High-value regulars,False,44
1374,18,18-24,Male,New,Steady mid-tier,False,6
1375,22,18-24,Male,New,Steady mid-tier,False,5
1376,42,35-44,Male,New,Steady mid-tier,False,8
1377,57,55-64,Male,Developing,Steady mid-tier,False,24
1378,33,25-34,Male,Loyal,Steady mid-tier,False,42
1379,37,35-44,Male,Developing,High-value regulars,False,24
1380,21,18-24,Male,Established,High-value regulars,False,38
1381,51,45-54,Male,Loyal,Steady mid-tier,False,41
1382,30,25-34,Male,Loyal,Steady mid-tier,False,48
1383,68,65+,Male,Developing,Steady mid-tier,False,16
1384,36,35-44,Male,New,Steady mid-tier,False,4
1385,46,45-54,Male,New,High-value regulars,False,8
1386,41,35-44,Male,New,High-value regulars,False,1
1387,68,65+,Male,New,Steady mid-tier,False,4
1388,21,18-24,Male,Developing,Steady mid-tier,False,20
1389,62,55-64,Male,Established,Steady mid-tier,False,40
1390,59,55-64,Male,New,High-value regulars,False,8
1391,25,25-34,Male,Loyal,High-value regulars,False,42
1392,53,45-54,Male,Established,Steady mid-tier,False,38
1393,31,25-34,Male,Established,Steady mid-tier,False,34
1394,46,45-54,Male,Developing,High-value regulars,False,14
1395,26,25-34,Male,Established,High-value regulars,False,39
1396,47,45-54,Male,Established,Steady mid-tier,False,40
1397,37,35-44,Male,Loyal,Steady mid-tier,False,49
1398,55,55-64,Male,Established,Steady mid-tier,False,33
1399,30,25-34,Male,Developing,High-value regulars,False,25
1400,19,18-24,Male,Loyal,Steady mid-tier,False,48
1401,36,35-44,Male,Developing,Steady mid-tier,False,22
1402,23,18-24,Male,New,High-value regulars,False,1
1403,62,55-64,Male,Loyal,Steady mid-tier,False,47
1404,26,25-34,Male,Developing,Steady mid-tier,False,20
1405,36,35-44,Male,New,High-value regulars,False,10
1406,33,25-34,Male,Established,Steady mid-tier,False,39
1407,32,25-34,Male,Developing,Steady mid-tier,False,15
1408,56,55-64,Male,Developing,Steady mid-tier,False,11
1409,58,55-64,Male,Established,High-value regulars,False,38
1410,34,25-34,Male,Loyal,Steady mid-tier,False,41
1411,61,55-64,Male,Developing,Steady mid-tier,False,18
1412,48,45-54,Male,Developing,Steady mid-tier,False,13
1413,25,25-34,Male,Loyal,Steady mid-tier,False,43
1414,51,45-54,Male,Developing,Steady mid-tier,False,12
1415,29,25-34,Male,New,Steady mid-tier,False,3
1416,54,45-54,Male,Developing,Steady mid-tier,False,12
1417,48,45-54,Male,Loyal,Steady mid-tier,False,46
1418,62,55-64,Male,Developing,Steady mid-tier,False,21
1419,18,18-24,Male,Developing,Steady mid-tier,False,23
1420,43,35-44,Male,New,Steady mid-tier,False,4
1421,22,18-24,Male,Loyal,Steady mid-tier,False,45
1422,68,65+,Male,Developing,High-value regulars,False,24
1423,44,35-44,Male,New,Steady mid-tier,False,3
1424,51,45-54,Male,Developing,Steady mid-tier,False,12
1425,66,65+,Male,Established,Steady mid-tier,False,34
1426,59,55-64,Male,Established,Steady mid-tier,False,39
1427,60,55-64,Male,Established,Steady mid-tier,False,35
1428,31,25-34,Male,New,Steady mid-tier,False,8
1429,20,18-24,Male,Loyal,Steady mid-tier,False,42
1430,24,18-24,Male,New,Steady mid-tier,False,6
1431,48,45-54,Male,New,Steady mid-tier,False,3
1432,39,35-44,Male,Established,Steady mid-tier,False,29
1433,34,25-34,Male,Established,Steady mid-tier,False,32
1434,70,65+,Male,Loyal,High-value regulars,False,45
1435,59,55-64,Male,Developing,High-value regulars,False,21
1436,45,45-54,Male,Loyal,High-value regulars,False,41
1437,35,35-44,Male,Developing,High-value regulars,False,23
1438,69,65+,Male,Developing,Steady mid-tier,False,14
1439,58,55-64,Male,Developing,Steady mid-tier,False,24
1440,25,25-34,Male,Developing,Steady mid-tier,False,25
1441,27,25-34,Male,Developing,Steady mid-tier,False,13
1442,34,25-34,Male,New,Steady mid-tier,False,3
1443,53,45-54,Male,Loyal,Steady mid-tier,False,42
1444,58,55-64,Male,New,Steady mid-tier,False,2
1445,32,25-34,Male,Established,Steady mid-tier,False,26
1446,64,55-64,Male,Developing,Steady mid-tier,False,24
1447,63,55-64,Male,New,Steady mid-tier,False,6
1448,23,18-24,Male,Developing,Steady mid-tier,False,25
1449,64,55-64,Male,Developing,Steady mid-tier,False,11
1450,18,18-24,Male,Developing,Steady mid-tier,False,20
1451,25,25-34,Male,Developing,Steady mid-tier,False,25
1452,54,45-54,Male,Established,Steady mid-tier,False,35
1453,60,55-64,Male,Developing,Steady mid-tier,False,11
1454,36,35-44,Male,Loyal,High-value regulars,False,41
1455,66,65+,Male,Developing,Steady mid-tier,False,17
1456,60,55-64,Male,New,Steady mid-tier,False,1
1457,59,55-64,Male,Established,Steady mid-tier,False,30
1458,58,55-64,Male,Loyal,High-value regulars,False,47
1459,35,35-44,Male,Established,High-value regulars,False,34
1460,20,18-24,Male,Developing,Steady mid-tier,False,18
1461,70,65+,Male,Established,High-value regulars,False,33
1462,54,45-54,Male,Loyal,Steady mid-tier,False,42
1463,38,35-44,Male,New,Steady mid-tier,False,2
1464,54,45-54,Male,New,Steady mid-tier,False,1
1465,33,25-34,Male,Developing,Steady mid-tier,False,23
1466,46,45-54,Male,Loyal,High-value regulars,False,42
1467,58,55-64,Male,New,Steady mid-tier,False,3
1468,30,25-34,Male,Developing,Steady mid-tier,False,16
1469,42,35-44,Male,Loyal,Steady mid-tier,False,46
1470,28,25-34,Male,Established,Steady mid-tier,False,31
1471,43,35-44,Male,Developing,Steady mid-tier,False,15
1472,31,25-34,Male,Loyal,Steady mid-tier,False,48
1473,39,35-44,Male,Developing,High-value regulars,False,11
1474,69,65+,Male,Developing,Steady mid-tier,False,20
1475,31,25-34,Male,New,Steady mid-tier,False,6
1476,44,35-44,Male,Developing,Steady mid-tier,False,24
1477,39,35-44,Male,Developing,Steady mid-tier,False,18
1478,24,18-24,Male,New,Steady mid-tier,False,1
1479,28,25-34,Male,Developing,Steady mid-tier,False,13
1480,48,45-54,Male,New,High-value regulars,False,2
1481,39,35-44,Male,Established,Steady mid-tier,False,26
1482,64,55-64,Male,Established,Steady mid-tier,False,31
1483,28,25-34,Male,Loyal,High-value regulars,False,43
1484,39,35-44,Male,Developing,High-value regulars,False,12
1485,49,45-54,Male,Developing,Steady mid-tier,False,22
1486,22,18-24,Male,New,High-value regulars,False,3
1487,25,25-34,Male,Developing,Steady mid-tier,False,23
1488,40,35-44,Male,Established,Steady mid-tier,False,26
1489,23,18-24,Male,Established,High-value regulars,False,37
1490,24,18-24,Male,Loyal,Steady mid-tier,False,42
1491,66,65+,Male,Developing,Steady mid-tier,False,15
1492,27,25-34,Male,New,Steady mid-tier,False,10
1493,62,55-64,Male,New,Steady mid-tier,False,3
1494,70,65+,Male,Loyal,Steady mid-tier,False,44
1495,43,35-44,Male,Developing,High-value regulars,False,23
1496,45,45-54,Male,New,High-value regulars,False,6
1497,63,55-64,Male,New,High-value regulars,False,9
1498,69,65+,Male,Developing,Steady mid-tier,False,16
1499,59,55-64,Male,Loyal,Steady mid-tier,False,46
1500,19,18-24,Male,Developing,Steady mid-tier,False,24
1501,63,55-64,Male,Developing,Steady mid-tier,False,22
1502,37,35-44,Male,Developing,Steady mid-tier,False,13
1503,37,35-44,Male,Developing,High-value regulars,False,20
1504,50,45-54,Male,Loyal,Steady mid-tier,False,46
1505,60,55-64,Male,New,Steady mid-tier,False,10
1506,46,45-54,Male,Established,Steady mid-tier,False,39
1507,35,35-44,Male,Loyal,Steady mid-tier,False,44
1508,66,65+,Male,New,Steady mid-tier,False,7
1509,35,35-44,Male,New,Steady mid-tier,False,3
1510,20,18-24,Male,Loyal,Steady mid-tier,False,44
1511,55,55-64,Male,Established,Steady mid-tier,False,31
1512,34,25-34,Male,Loyal,High-value regulars,False,48
1513,60,55-64,Male,Developing,Steady mid-tier,False,18
1514,22,18-24,Male,Established,Steady mid-tier,False,27
1515,26,25-34,Male,New,High-value regulars,False,1
1516,39,35-44,Male,Established,High-value regulars,False,34
1517,20,18-24,Male,New,High-value regulars,False,5
1518,57,55-64,Male,Developing,Steady mid-tier,False,12
1519,68,65+,Male,Developing,High-value regulars,False,14
1520,50,45-54,Male,Established,High-value regulars,False,40
1521,21,18-24,Male,Established,Steady mid-tier,False,39
1522,29,25-34,Male,Loyal,High-value regulars,False,50
1523,38,35-44,Male,New,Steady mid-tier,False,5
1524,54,45-54,Male,Established,Steady mid-tier,False,35
1525,22,18-24,Male,New,High-value regulars,False,6
1526,29,25-34,Male,Developing,Steady mid-tier,False,22
1527,41,35-44,Male,Established,Steady mid-tier,False,27
1528,26,25-34,Male,Established,High-value regulars,False,33
1529,69,65+,Male,Loyal,High-value regulars,False,47
1530,20,18-24,Male,Loyal,High-value regulars,False,48
1531,59,55-64,Male,Developing,Steady mid-tier,False,22
1532,63,55-64,Male,New,High-value regulars,False,8
1533,68,65+,Male,New,Steady mid-tier,False,5
1534,50,45-54,Male,Developing,Steady mid-tier,False,16
1535,55,55-64,Male,Established,High-value regulars,False,26
1536,36,35-44,Male,New,Steady mid-tier,False,8
1537,18,18-24,Male,Developing,Steady mid-tier,False,17
1538,68,65+,Male,Loyal,Steady mid-tier,False,50
1539,56,55-64,Male,Developing,High-value regulars,False,22
1540,32,25-34,Male,Developing,Steady mid-tier,False,19
1541,28,25-34,Male,Developing,Steady mid-tier,False,14
1542,24,18-24,Male,Established,High-value regulars,False,35
1543,59,55-64,Male,Loyal,High-value regulars,False,43
1544,56,55-64,Male,Developing,Steady mid-tier,False,24
1545,30,25-34,Male,Developing,Steady mid-tier,False,17
1546,48,45-54,Male,Loyal,Steady mid-tier,False,49
1547,60,55-64,Male,Developing,Steady mid-tier,False,17
1548,46,45-54,Male,Established,Steady mid-tier,False,40
1549,69,65+,Male,Loyal,High-value regulars,False,43
1550,19,18-24,Male,Developing,Steady mid-tier,False,19
1551,66,65+,Male,Established,Steady mid-tier,False,40
1552,64,55-64,Male,Developing,Steady mid-tier,False,13
1553,54,45-54,Male,Developing,Steady mid-tier,False,20
1554,27,25-34,Male,Developing,Steady mid-tier,False,21
1555,64,55-64,Male,Developing,Steady mid-tier,False,18
1556,43,35-44,Male,Loyal,Steady mid-tier,False,44
1557,43,35-44,Male,Established,Steady mid-tier,False,26
1558,27,25-34,Male,Established,Steady mid-tier,False,34
