customer_id,age,age_band,gender,location,category,item_purchased,size,color,season,purchase_amount,review_rating,review_rating_imputed,subscription_status,is_subscriber,shipping_type,discount_applied,received_discount,payment_method,previous_purchases,loyalty_tier,frequency_of_purchases,purchase_frequency_days,purchases_per_year,est_annual_value,segment_id,segment
1164,26,25-34,Male,Tennessee,Clothing,Pants,L,White,Summer,56,3.0,False,No,False,2-Day Shipping,Yes,True,Debit Card,24,Developing,Monthly,30,12.17,681.52,1,Steady mid-tier
1165,68,65+,Male,Montana,Clothing,Dress,M,Green,Winter,96,4.2,False,No,False,Standard,Yes,True,PayPal,47,Loyal,Quarterly,90,4.06,389.76,1,Steady mid-tier
1166,51,45-54,Male,Wisconsin,Clothing,T-shirt,M,Silver,Winter,64,2.9,False,No,False,Next Day Air,Yes,True,Venmo,21,Developing,Every 3 Months,90,4.06,259.84,1,Steady mid-tier
1167,48,45-54,Male,Connecticut,Clothing,Dress,S,Lavender,Winter,48,3.7,False,No,False,Store Pickup,Yes,True,Venmo,22,Developing,Fortnightly,14,26.07,1251.36,1,Steady mid-tier
1168,60,55-64,Male,New Jersey,Clothing,Socks,XL,Beige,Summer,83,3.6,False,No,False,Free Shipping,Yes,True,PayPal,16,Developing,Quarterly,90,4.06,336.98,1,Steady mid-tier
1169,68,65+,Male,Mississippi,Accessories,Scarf,L,Violet,Summer,91,3.6,False,No,False,Standard,Yes,True,Debit Card,37,Established,Fortnightly,14,26.07,2372.37,0,High-value regulars
1170,25,25-34,Male,Wyoming,Accessories,Backpack,S,Gray,Fall,94,4.5,False,No,False,2-Day Shipping,Yes,True,Cash,3,New,Annually,365,1.0,94.0,1,Steady mid-tier
1171,57,55-64,Male,Illinois,Clothing,Skirt,S,Red,Spring,62,3.2,False,No,False,Express,Yes,True,Cash,33,Established,Bi-Weekly,14,26.07,1616.34,0,High-value regulars
1172,41,35-44,Male,Louisiana,Clothing,Socks,M,Lavender,Spring,55,3.9,False,No,False,Next Day Air,Yes,True,Debit Card,15,Developing,Annually,365,1.0,55.0,1,Steady mid-tier
1173,59,55-64,Male,Oregon,Outerwear,Coat,L,Peach,Spring,68,4.6,False,No,False,Store Pickup,Yes,True,Bank Transfer,42,Loyal,Bi-Weekly,14,26.07,1772.76,0,High-value regulars
1174,44,35-44,Male,South Dakota,Accessories,Jewelry,M,Indigo,Winter,76,2.5,False,No,False,Express,Yes,True,Cash,42,Loyal,Bi-Weekly,14,26.07,1981.32,0,High-value regulars
1175,42,35-44,Male,Michigan,Accessories,Backpack,M,Black,Winter,31,4.3,False,No,False,Express,Yes,True,Bank Transfer,19,Developing,Bi-Weekly,14,26.07,808.17,1,Steady mid-tier
1176,35,35-44,Male,New Jersey,Accessories,Belt,M,Beige,Spring,81,4.1,False,No,False,Store Pickup,Yes,True,PayPal,26,Established,Quarterly,90,4.06,328.86,1,Steady mid-tier
1177,36,35-44,Male,Oregon,Clothing,Dress,M,Red,Winter,83,3.7,True,No,False,Free Shipping,Yes,True,PayPal,39,Established,Quarterly,90,4.06,336.98,1,Steady mid-tier
1178,54,45-54,Male,Iowa,Clothing,Skirt,M,Black,Spring,21,4.8,False,No,False,Standard,Yes,True,Debit Card,24,Developing,Monthly,30,12.17,255.57,1,Steady mid-tier
1179,37,35-44,Male,South Carolina,Clothing,Dress,M,Teal,Spring,22,4.9,False,No,False,Express,Yes,True,Debit Card,23,Developing,Annually,365,1.0,22.0,1,Steady mid-tier
1180,20,18-24,Male,Indiana,Clothing,T-shirt,M,Blue,Summer,33,2.8,False,No,False,Free Shipping,Yes,True,Bank Transfer,44,Loyal,Annually,365,1.0,33.0,1,Steady mid-tier
1181,23,18-24,Male,Oregon,Clothing,Skirt,S,Beige,Spring,23,4.9,False,No,False,Standard,Yes,True,Cash,34,Established,Monthly,30,12.17,279.91,1,Steady mid-tier
1182,61,55-64,Male,New York,Clothing,Shorts,L,Teal,Summer,96,3.5,False,No,False,Free Shipping,Yes,True,Bank Transfer,43,Loyal,Quarterly,90,4.06,389.76,1,Steady mid-tier
1183,37,35-44,Male,New Mexico,Accessories,Jewelry,M,Maroon,Spring,21,3.8,False,No,False,Express,Yes,True,PayPal,45,Loyal,Quarterly,90,4.06,85.26,1,Steady mid-tier
1184,23,18-24,Male,Louisiana,Clothing,Pants,M,Yellow,Spring,39,4.5,False,No,False,2-Day Shipping,Yes,True,Credit Card,4,New,Weekly,7,52.14,2033.46,0,High-value regulars
1185,63,55-64,Male,South Carolina,Accessories,Belt,S,Indigo,Fall,73,3.4,False,No,False,Express,Yes,True,Credit Card,19,Developing,Annually,365,1.0,73.0,1,Steady mid-tier
1186,47,45-54,Male,Maine,Clothing,Jeans,M,Magenta,Spring,64,3.9,False,No,False,Standard,Yes,True,Credit Card,29,Established,Monthly,30,12.17,778.88,1,Steady mid-tier
1187,63,55-64,Male,Indiana,Clothing,Jeans,M,Beige,Summer,68,4.1,False,No,False,2-Day Shipping,Yes,True,Credit Card,27,Established,Annually,365,1.0,68.0,1,Steady mid-tier
1188,56,55-64,Male,Iowa,Accessories,Hat,L,Maroon,Fall,89,3.0,False,No,False,Express,Yes,True,Credit Card,37,Established,Every 3 Months,90,4.06,361.34,1,Steady mid-tier
1189,68,65+,Male,Mississippi,Clothing,Blouse,M,Magenta,Summer,29,3.3,False,No,False,Next Day Air,Yes,True,Credit Card,11,Developing,Weekly,7,52.14,1512.06,0,High-value regulars
1190,64,55-64,Male,Arkansas,Clothing,Shirt,XL,Teal,Summer,97,3.7,True,No,False,Free Shipping,Yes,True,Debit Card,28,Established,Annually,365,1.0,97.0,1,Steady mid-tier
1191,62,55-64,Male,South Carolina,Clothing,Shirt,M,Orange,Winter,45,4.3,False,No,False,Next Day Air,Yes,True,Credit Card,31,Established,Weekly,7,52.14,2346.3,0,High-value regulars
1192,34,25-34,Male,Indiana,Clothing,T-shirt,L,Charcoal,Winter,70,4.1,False,No,False,Free Shipping,Yes,True,Venmo,50,Loyal,Quarterly,90,4.06,284.2,1,Steady mid-tier
1193,49,45-54,Male,Florida,Outerwear,Coat,M,Turquoise,Summer,56,4.0,False,No,False,2-Day Shipping,Yes,True,Venmo,42,Loyal,Quarterly,90,4.06,227.36,1,Steady mid-tier
1194,40,35-44,Male,Alaska,Outerwear,Jacket,L,Pink,Fall,55,5.0,False,No,False,2-Day Shipping,Yes,True,Credit Card,18,Developing,Fortnightly,14,26.07,1433.85,0,High-value regulars
1195,50,45-54,Male,New York,Clothing,Hoodie,S,Teal,Winter,46,3.1,False,No,False,2-Day Shipping,Yes,True,Credit Card,6,New,Fortnightly,14,26.07,1199.22,1,Steady mid-tier
1196,25,25-34,Male,Texas,Accessories,Scarf,M,White,Winter,95,4.0,False,No,False,2-Day Shipping,Yes,True,Venmo,33,Established,Monthly,30,12.17,1156.15,1,Steady mid-tier
1197,30,25-34,Male,North Dakota,Accessories,Belt,M,Maroon,Winter,88,3.2,False,No,False,2-Day Shipping,Yes,True,Bank Transfer,13,Developing,Bi-Weekly,14,26.07,2294.16,0,High-value regulars
1198,54,45-54,Male,Vermont,Footwear,Sneakers,L,Violet,Fall,92,3.9,False,No,False,Standard,Yes,True,PayPal,26,Established,Annually,365,1.0,92.0,1,Steady mid-tier
1199,40,35-44,Male,New Jersey,Clothing,Socks,M,Brown,Summer,49,3.9,False,No,False,2-Day Shipping,Yes,True,Cash,17,Developing,Annually,365,1.0,49.0,1,Steady mid-tier
1200,49,45-54,Male,Maryland,Footwear,Sandals,M,Indigo,Fall,89,4.5,False,No,False,Free Shipping,Yes,True,Debit Card,3,New,Weekly,7,52.14,4640.46,0,High-value regulars
1201,27,25-34,Male,Connecticut,Outerwear,Coat,XL,Black,Winter,22,4.4,False,No,False,Store Pickup,Yes,True,PayPal,7,New,Weekly,7,52.14,1147.08,0,High-value regulars
1202,27,25-34,Male,Illinois,Footwear,Shoes,XL,Black,Summer,61,3.1,False,No,False,2-Day Shipping,Yes,True,Venmo,46,Loyal,Fortnightly,14,26.07,1590.27,0,High-value regulars
1203,48,45-54,Male,Maryland,Accessories,Scarf,S,Olive,Spring,29,2.9,False,No,False,Standard,Yes,True,Venmo,14,Developing,Every 3 Months,90,4.06,117.74,1,Steady mid-tier
1204,40,35-44,Male,Minnesota,Footwear,Sneakers,M,Orange,Winter,82,3.7,False,No,False,Free Shipping,Yes,True,Bank Transfer,23,Developing,Annually,365,1.0,82.0,1,Steady mid-tier
1205,67,65+,Male,Florida,Accessories,Belt,M,Pink,Spring,94,3.2,False,No,False,2-Day Shipping,Yes,True,Credit Card,20,Developing,Every 3 Months,90,4.06,381.64,1,Steady mid-tier
1206,52,45-54,Male,California,Accessories,Handbag,M,Olive,Spring,99,3.5,False,No,False,Standard,Yes,True,Bank Transfer,38,Established,Fortnightly,14,26.07,2580.93,0,High-value regulars
1207,22,18-24,Male,Mississippi,Accessories,Handbag,S,Cyan,Fall,59,3.0,False,No,False,Free Shipping,Yes,True,Venmo,16,Developing,Every 3 Months,90,4.06,239.54,1,Steady mid-tier
1208,62,55-64,Male,Washington,Footwear,Boots,M,White,Summer,90,4.1,False,No,False,Next Day Air,Yes,True,Credit Card,48,Loyal,Every 3 Months,90,4.06,365.4,1,Steady mid-tier
1209,20,18-24,Male,Wisconsin,Footwear,Boots,S,Red,Winter,100,3.8,True,No,False,2-Day Shipping,Yes,True,Debit Card,8,New,Annually,365,1.0,100.0,1,Steady mid-tier
1210,41,35-44,Male,Pennsylvania,Clothing,Pants,M,Blue,Winter,62,3.8,False,No,False,Next Day Air,Yes,True,Bank Transfer,16,Developing,Monthly,30,12.17,754.54,1,Steady mid-tier
1211,34,25-34,Male,Missouri,Accessories,Sunglasses,M,Olive,Fall,78,4.1,False,No,False,Next Day Air,Yes,True,Cash,5,New,Quarterly,90,4.06,316.68,1,Steady mid-tier
1212,23,18-24,Male,Oklahoma,Clothing,Hoodie,M,Green,Spring,94,4.6,False,No,False,Store Pickup,Yes,True,Venmo,14,Developing,Every 3 Months,90,4.06,381.64,1,Steady mid-tier
1213,32,25-34,Male,Pennsylvania,Footwear,Shoes,M,Yellow,Summer,74,2.5,False,No,False,Free Shipping,Yes,True,Credit Card,18,Developing,Weekly,7,52.14,3858.36,0,High-value regulars
1214,68,65+,Male,Kentucky,Accessories,Handbag,XL,Black,Spring,52,3.7,False,No,False,Express,Yes,True,Debit Card,14,Developing,Every 3 Months,90,4.06,211.12,1,Steady mid-tier
1215,30,25-34,Male,Vermont,Outerwear,Jacket,M,Blue,Fall,81,3.8,False,No,False,Free Shipping,Yes,True,Cash,5,New,Every 3 Months,90,4.06,328.86,1,Steady mid-tier
1216,66,65+,Male,Oregon,Clothing,Blouse,L,Pink,Winter,20,2.6,False,No,False,2-Day Shipping,Yes,True,Credit Card,15,Developing,Every 3 Months,90,4.06,81.2,1,Steady mid-tier
1217,62,55-64,Male,Utah,Clothing,Pants,XL,Lavender,Summer,32,3.7,False,No,False,Free Shipping,Yes,True,Venmo,3,New,Every 3 Months,90,4.06,129.92,1,Steady mid-tier
1218,50,45-54,Male,Nebraska,Footwear,Boots,XL,Cyan,Fall,63,2.6,False,No,False,Free Shipping,Yes,True,Cash,12,Developing,Every 3 Months,90,4.06,255.78,1,Steady mid-tier
1219,55,55-64,Male,Pennsylvania,Footwear,Boots,M,Cyan,Spring,79,3.1,False,No,False,Store Pickup,Yes,True,Cash,43,Loyal,Every 3 Months,90,4.06,320.74,1,Steady mid-tier
1220,19,18-24,Male,Vermont,Clothing,Sweater,M,Gold,Winter,23,2.5,False,No,False,Next Day Air,Yes,True,Credit Card,35,Established,Bi-Weekly,14,26.07,599.61,1,Steady mid-tier
1221,67,65+,Male,Kentucky,Accessories,Gloves,M,Green,Winter,64,3.8,True,No,False,Express,Yes,True,Bank Transfer,36,Established,Quarterly,90,4.06,259.84,1,Steady mid-tier
1222,18,18-24,Male,Iowa,Clothing,Socks,M,Red,Winter,69,4.5,False,No,False,Standard,Yes,True,Cash,3,New,Quarterly,90,4.06,280.14,1,Steady mid-tier
1223,58,55-64,Male,Indiana,Clothing,Jeans,L,Magenta,Fall,69,3.4,False,No,False,Store Pickup,Yes,True,Bank Transfer,27,Established,Annually,365,1.0,69.0,1,Steady mid-tier
1224,69,65+,Male,Kansas,Clothing,Pants,L,Red,Winter,24,3.9,False,No,False,Free Shipping,Yes,True,Bank Transfer,21,Developing,Weekly,7,52.14,1251.36,0,High-value regulars
1225,62,55-64,Male,Illinois,Clothing,Shorts,M,Yellow,Summer,50,3.7,False,No,False,Store Pickup,Yes,True,Venmo,18,Developing,Weekly,7,52.14,2607.0,0,High-value regulars
1226,28,25-34,Male,North Carolina,Accessories,Gloves,S,Turquoise,Fall,97,2.6,False,No,False,Free Shipping,Yes,True,Debit Card,16,Developing,Weekly,7,52.14,5057.58,0,High-value regulars
1227,53,45-54,Male,Ohio,Footwear,Sandals,S,Cyan,Fall,91,3.4,False,No,False,Store Pickup,Yes,True,Venmo,18,Developing,Bi-Weekly,14,26.07,2372.37,0,High-value regulars
1228,27,25-34,Male,Illinois,Clothing,Blouse,L,Yellow,Spring,37,4.9,False,No,False,Store Pickup,Yes,True,Bank Transfer,19,Developing,Bi-Weekly,14,26.07,964.59,1,Steady mid-tier
1229,55,55-64,Male,Indiana,Outerwear,Jacket,S,Yellow,Winter,55,3.9,False,No,False,Express,Yes,True,Cash,1,New,Annually,365,1.0,55.0,1,Steady mid-tier
1230,34,25-34,Male,Kansas,Accessories,Jewelry,XL,Maroon,Winter,52,3.6,False,No,False,Express,Yes,True,Bank Transfer,39,Established,Annually,365,1.0,52.0,1,Steady mid-tier
1231,25,25-34,Male,Illinois,Accessories,Hat,L,Brown,Spring,80,3.8,True,No,False,Standard,Yes,True,Venmo,49,Loyal,Monthly,30,12.17,973.6,1,Steady mid-tier
1232,66,65+,Male,Pennsylvania,Clothing,Socks,M,Gold,Spring,79,4.0,False,No,False,2-Day Shipping,Yes,True,Credit Card,43,Loyal,Fortnightly,14,26.07,2059.53,0,High-value regulars
1233,57,55-64,Male,New York,Accessories,Handbag,M,Charcoal,Summer,23,3.6,False,No,False,Free Shipping,Yes,True,Debit Card,31,Established,Every 3 Months,90,4.06,93.38,1,Steady mid-tier
1234,46,45-54,Male,Utah,Clothing,Pants,L,Beige,Winter,73,3.5,False,No,False,Next Day Air,Yes,True,Venmo,40,Established,Every 3 Months,90,4.06,296.38,1,Steady mid-tier
1235,38,35-44,Male,New Jersey,Accessories,Gloves,M,Indigo,Fall,99,4.1,False,No,False,Store Pickup,Yes,True,Bank Transfer,2,New,Bi-Weekly,14,26.07,2580.93,0,High-value regulars
1236,23,18-24,Male,Idaho,Clothing,Sweater,M,Red,Spring,22,3.0,False,No,False,Store Pickup,Yes,True,PayPal,46,Loyal,Every 3 Months,90,4.06,89.32,1,Steady mid-tier
1237,42,35-44,Male,New Mexico,Accessories,Hat,M,White,Summer,68,4.4,False,No,False,Store Pickup,Yes,True,Debit Card,35,Established,Every 3 Months,90,4.06,276.08,1,Steady mid-tier
1238,25,25-34,Male,Michigan,Clothing,Dress,S,Charcoal,Spring,92,4.4,False,No,False,2-Day Shipping,Yes,True,Credit Card,42,Loyal,Quarterly,90,4.06,373.52,1,Steady mid-tier
1239,55,55-64,Male,Wyoming,Clothing,Pants,M,Violet,Winter,77,3.7,False,No,False,Express,Yes,True,Venmo,3,New,Fortnightly,14,26.07,2007.39,0,High-value regulars
1240,62,55-64,Male,New Jersey,Outerwear,Coat,XL,Magenta,Spring,37,4.8,False,No,False,Standard,Yes,True,Debit Card,32,Established,Every 3 Months,90,4.06,150.22,1,Steady mid-tier
1241,41,35-44,Male,New Jersey,Accessories,Scarf,L,White,Winter,79,2.9,False,No,False,Store Pickup,Yes,True,Debit Card,48,Loyal,Annually,365,1.0,79.0,1,Steady mid-tier
1242,58,55-64,Male,Hawaii,Clothing,Hoodie,XL,Pink,Winter,51,3.1,False,No,False,Express,Yes,True,Credit Card,34,Established,Weekly,7,52.14,2659.14,0,High-value regulars
1243,56,55-64,Male,Nevada,Clothing,Socks,M,Lavender,Summer,27,4.0,False,No,False,Next Day Air,Yes,True,Bank Transfer,15,Developing,Quarterly,90,4.06,109.62,1,Steady mid-tier
1244,25,25-34,Male,New Hampshire,Clothing,Blouse,S,Pink,Spring,23,3.0,False,No,False,Store Pickup,Yes,True,Debit Card,22,Developing,Annually,365,1.0,23.0,1,Steady mid-tier
1245,70,65+,Male,Indiana,Clothing,Socks,S,Silver,Summer,76,3.9,False,No,False,2-Day Shipping,Yes,True,Cash,2,New,Monthly,30,12.17,924.92,1,Steady mid-tier
1246,42,35-44,Male,New York,Clothing,Dress,M,Violet,Fall,31,3.4,False,No,False,Standard,Yes,True,Bank Transfer,30,Established,Weekly,7,52.14,1616.34,0,High-value regulars
1247,27,25-34,Male,Louisiana,Clothing,Hoodie,M,Charcoal,Winter,60,2.7,False,No,False,Standard,Yes,True,Cash,27,Established,Monthly,30,12.17,730.2,1,Steady mid-tier
1248,65,65+,Male,Virginia,Clothing,T-shirt,M,Charcoal,Spring,99,3.7,True,No,False,Express,Yes,True,Venmo,18,Developing,Bi-Weekly,14,26.07,2580.93,0,High-value regulars
1249,62,55-64,Male,Wisconsin,Accessories,Hat,XL,Red,Winter,37,3.0,False,No,False,Free Shipping,Yes,True,Credit Card,8,New,Annually,365,1.0,37.0,1,Steady mid-tier
1250,62,55-64,Male,Oregon,Footwear,Boots,M,Peach,Winter,50,4.5,False,No,False,Express,Yes,True,Venmo,48,Loyal,Fortnightly,14,26.07,1303.5,1,Steady mid-tier
1251,52,45-54,Male,New Hampshire,Clothing,Jeans,XL,Purple,Winter,26,4.1,False,No,False,Free Shipping,Yes,True,Cash,24,Developing,Monthly,30,12.17,316.42,1,Steady mid-tier
1252,56,55-64,Male,Indiana,Clothing,Shorts,XL,Orange,Spring,86,5.0,False,No,False,Next Day Air,Yes,True,Credit Card,43,Loyal,Monthly,30,12.17,1046.62,1,Steady mid-tier
1253,28,25-34,Male,Massachusetts,Footwear,Sandals,L,Magenta,Fall,41,4.0,False,No,False,Standard,Yes,True,Cash,8,New,Quarterly,90,4.06,166.46,1,Steady mid-tier
1254,39,35-44,Male,Montana,Footwear,Sandals,XL,Red,Winter,23,4.9,False,No,False,Express,Yes,True,PayPal,49,Loyal,Annually,365,1.0,23.0,1,Steady mid-tier
1255,54,45-54,Male,California,Footwear,Sneakers,XL,Black,Spring,56,3.3,False,No,False,2-Day Shipping,Yes,True,Credit Card,2,New,Bi-Weekly,14,26.07,1459.92,0,High-value regulars
1256,30,25-34,Male,Indiana,Accessories,Hat,M,Peach,Fall,68,4.1,False,No,False,Standard,Yes,True,Cash,38,Established,Fortnightly,14,26.07,1772.76,0,High-value regulars
1257,45,45-54,Male,West Virginia,Outerwear,Coat,S,Olive,Winter,48,3.6,False,No,False,Express,Yes,True,Cash,4,New,Fortnightly,14,26.07,1251.36,1,Steady mid-tier
1258,68,65+,Male,Minnesota,Clothing,Dress,L,Gold,Spring,67,3.0,False,No,False,Free Shipping,Yes,True,Cash,31,Established,Every 3 Months,90,4.06,272.02,1,Steady mid-tier
1259,47,45-54,Male,Ohio,Footwear,Boots,XL,Gold,Spring,87,4.1,False,No,False,2-Day Shipping,Yes,True,Debit Card,34,Established,Every 3 Months,90,4.06,353.22,1,Steady mid-tier
1260,68,65+,Male,Minnesota,Clothing,Skirt,M,Turquoise,Fall,64,3.9,False,No,False,Standard,Yes,True,Credit Card,45,Loyal,Monthly,30,12.17,778.88,1,Steady mid-tier
1261,63,55-64,Male,Virginia,Clothing,Shirt,XL,Green,Spring,93,4.1,False,No,False,Store Pickup,Yes,True,Debit Card,30,Established,Quarterly,90,4.06,377.58,1,Steady mid-tier
1262,20,18-24,Male,Connecticut,Clothing,Shirt,L,Maroon,Summer,29,2.8,False,No,False,Next Day Air,Yes,True,Credit Card,2,New,Fortnightly,14,26.07,756.03,1,Steady mid-tier
1263,29,25-34,Male,Tennessee,Footwear,Boots,L,Brown,Winter,62,4.8,False,No,False,Store Pickup,Yes,True,Venmo,44,Loyal,Monthly,30,12.17,754.54,1,Steady mid-tier
1264,41,35-44,Male,Delaware,Clothing,Hoodie,L,Brown,Winter,70,4.6,False,No,False,2-Day Shipping,Yes,True,Credit Card,1,New,Bi-Weekly,14,26.07,1824.9,0,High-value regulars
1265,52,45-54,Male,Vermont,Clothing,Sweater,S,Blue,Winter,92,2.5,False,No,False,Next Day Air,Yes,True,Venmo,1,New,Bi-Weekly,14,26.07,2398.44,0,High-value regulars
1266,32,25-34,Male,Louisiana,Clothing,Shirt,M,Lavender,Spring,79,2.7,False,No,False,Next Day Air,Yes,True,Bank Transfer,27,Established,Weekly,7,52.14,4119.06,0,High-value regulars
1267,20,18-24,Male,North Dakota,Clothing,Blouse,M,Peach,Fall,31,4.0,False,No,False,Standard,Yes,True,Debit Card,14,Developing,Every 3 Months,90,4.06,125.86,1,Steady mid-tier
1268,47,45-54,Male,Oregon,Clothing,T-shirt,S,Gray,Spring,83,2.7,False,No,False,Standard,Yes,True,Cash,41,Loyal,Weekly,7,52.14,4327.62,0,High-value regulars
1269,23,18-24,Male,Idaho,Outerwear,Jacket,XL,Charcoal,Winter,88,2.9,False,No,False,Next Day Air,Yes,True,Debit Card,25,Developing,Bi-Weekly,14,26.07,2294.16,0,High-value regulars
1270,43,35-44,Male,Vermont,Accessories,Jewelry,M,Lavender,Spring,53,3.0,False,No,False,Standard,Yes,True,PayPal,47,Loyal,Quarterly,90,4.06,215.18,1,Steady mid-tier
1271,67,65+,Male,West Virginia,Clothing,Hoodie,M,Green,Fall,98,3.3,False,No,False,Standard,Yes,True,Cash,20,Developing,Annually,365,1.0,98.0,1,Steady mid-tier
1272,70,65+,Male,Kentucky,Accessories,Jewelry,S,Gray,Spring,57,4.3,False,No,False,Store Pickup,Yes,True,PayPal,42,Loyal,Annually,365,1.0,57.0,1,Steady mid-tier
1273,35,35-44,Male,Wisconsin,Footwear,Sandals,M,Orange,Winter,80,4.4,False,No,False,Express,Yes,True,Bank Transfer,16,Developing,Monthly,30,12.17,973.6,1,Steady mid-tier
1274,41,35-44,Male,Mississippi,Clothing,Jeans,L,Silver,Spring,29,4.1,False,No,False,Next Day Air,Yes,True,Credit Card,32,Established,Every 3 Months,90,4.06,117.74,1,Steady mid-tier
1275,54,45-54,Male,Missouri,Accessories,Hat,M,Olive,Spring,73,3.1,False,No,False,2-Day Shipping,Yes,True,PayPal,37,Established,Quarterly,90,4.06,296.38,1,Steady mid-tier
1276,55,55-64,Male,Arkansas,Clothing,Sweater,S,Turquoise,Fall,32,4.5,False,No,False,Standard,Yes,True,PayPal,1,New,Monthly,30,12.17,389.44,1,Steady mid-tier
1277,51,45-54,Male,Wyoming,Footwear,Boots,L,Turquoise,Spring,68,4.8,False,No,False,Next Day Air,Yes,True,Bank Transfer,37,Established,Weekly,7,52.14,3545.52,0,High-value regulars
1278,19,18-24,Male,Rhode Island,Clothing,Blouse,L,Green,Spring,97,5.0,False,No,False,Express,Yes,True,Venmo,5,New,Quarterly,90,4.06,393.82,1,Steady mid-tier
1279,28,25-34,Male,Utah,Clothing,Shorts,M,Violet,Fall,98,2.8,False,No,False,Next Day Air,Yes,True,Venmo,31,Established,Fortnightly,14,26.07,2554.86,0,High-value regulars
1280,63,55-64,Male,Maryland,Clothing,Hoodie,L,Charcoal,Fall,56,3.7,False,No,False,Express,Yes,True,Debit Card,18,Developing,Annually,365,1.0,56.0,1,Steady mid-tier
1281,30,25-34,Male,Georgia,Clothing,Pants,L,White,Winter,78,4.4,False,No,False,2-Day Shipping,Yes,True,Venmo,39,Established,Every 3 Months,90,4.06,316.68,1,Steady mid-tier
1282,29,25-34,Male,New Jersey,Accessories,Belt,M,Olive,Spring,81,4.5,False,No,False,Store Pickup,Yes,True,Venmo,8,New,Bi-Weekly,14,26.07,2111.67,0,High-value regulars
1283,24,18-24,Male,New Hampshire,Clothing,Shirt,L,Violet,Winter,68,3.0,False,No,False,Free Shipping,Yes,True,Venmo,20,Developing,Monthly,30,12.17,827.56,1,Steady mid-tier
1284,69,65+,Male,Oregon,Clothing,Shirt,M,Violet,Winter,94,3.9,False,No,False,2-Day Shipping,Yes,True,Debit Card,23,Developing,Every 3 Months,90,4.06,381.64,1,Steady mid-tier
1285,65,65+,Male,Arkansas,Clothing,Dress,M,Black,Spring,93,3.9,False,No,False,Express,Yes,True,PayPal,38,Established,Fortnightly,14,26.07,2424.51,0,High-value regulars
1286,64,55-64,Male,North Carolina,Accessories,Gloves,M,Charcoal,Fall,99,3.5,False,No,False,Next Day Air,Yes,True,Bank Transfer,45,Loyal,Fortnightly,14,26.07,2580.93,0,High-value regulars
1287,40,35-44,Male,West Virginia,Accessories,Gloves,L,Yellow,Winter,49,4.9,False,No,False,Next Day Air,Yes,True,Debit Card,44,Loyal,Fortnightly,14,26.07,1277.43,1,Steady mid-tier
1288,24,18-24,Male,Utah,Clothing,Jeans,XL,Blue,Winter,28,3.4,False,No,False,Standard,Yes,True,PayPal,20,Developing,Monthly,30,12.17,340.76,1,Steady mid-tier
1289,66,65+,Male,South Dakota,Accessories,Belt,XL,Charcoal,Winter,93,4.1,False,No,False,Standard,Yes,True,PayPal,34,Established,Bi-Weekly,14,26.07,2424.51,0,High-value regulars
1290,35,35-44,Male,New Hampshire,Outerwear,Jacket,M,Red,Fall,24,2.9,False,No,False,Next Day Air,Yes,True,PayPal,10,New,Weekly,7,52.14,1251.36,0,High-value regulars
1291,67,65+,Male,Maryland,Clothing,Skirt,M,Indigo,Spring,35,3.4,False,No,False,Free Shipping,Yes,True,PayPal,3,New,Annually,365,1.0,35.0,1,Steady mid-tier
1292,69,65+,Male,South Dakota,Footwear,Sandals,S,Beige,Spring,68,3.2,False,No,False,2-Day Shipping,Yes,True,Debit Card,23,Developing,Fortnightly,14,26.07,1772.76,0,High-value regulars
1293,26,25-34,Male,Kentucky,Accessories,Belt,M,Maroon,Summer,61,3.8,True,No,False,Free Shipping,Yes,True,Bank Transfer,42,Loyal,Annually,365,1.0,61.0,1,Steady mid-tier
1294,23,18-24,Male,Florida,Clothing,Sweater,XL,Yellow,Fall,74,4.1,False,No,False,Standard,Yes,True,Debit Card,30,Established,Annually,365,1.0,74.0,1,Steady mid-tier
1295,27,25-34,Male,Texas,Clothing,Shirt,M,Silver,Summer,64,4.5,False,No,False,Standard,Yes,True,Cash,21,Developing,Every 3 Months,90,4.06,259.84,1,Steady mid-tier
1296,30,25-34,Male,New Mexico,Footwear,Sneakers,M,Olive,Fall,60,2.8,False,No,False,Standard,Yes,True,PayPal,50,Loyal,Weekly,7,52.14,3128.4,0,High-value regulars
1297,48,45-54,Male,South Dakota,Clothing,Jeans,S,Teal,Spring,29,2.8,False,No,False,Express,Yes,True,Cash,16,Developing,Bi-Weekly,14,26.07,756.03,1,Steady mid-tier
1298,44,35-44,Male,New Jersey,Footwear,Sandals,M,Silver,Summer,85,4.6,False,No,False,Standard,Yes,True,Venmo,32,Established,Annually,365,1.0,85.0,1,Steady mid-tier
1299,29,25-34,Male,Indiana,Clothing,Pants,S,Indigo,Summer,81,3.0,False,No,False,Free Shipping,Yes,True,Bank Transfer,14,Developing,Fortnightly,14,26.07,2111.67,0,High-value regulars
1300,29,25-34,Male,Louisiana,Accessories,Belt,L,Teal,Fall,23,3.6,False,No,False,2-Day Shipping,Yes,True,Venmo,42,Loyal,Bi-Weekly,14,26.07,599.61,1,Steady mid-tier
1301,67,65+,Male,West Virginia,Clothing,T-shirt,M,Charcoal,Spring,100,4.5,False,No,False,Next Day Air,Yes,True,Credit Card,47,Loyal,Every 3 Months,90,4.06,406.0,1,Steady mid-tier
